source,reporter_id,reporter_name,canonical_name,confidence_tier,article_count,strategy_id,source_verified_shortfall,command_template
Bloomberg,3588,Rthvika Suvarna,Rthvika Suvarna,likely,2,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,10376,Ruhell Amin,Ruhell Amin,likely,2,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,5904,Ryo Horiuchi,Ryo Horiuchi,likely,2,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,12638,Saijel Kishan,Saijel Kishan,likely,2,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,12142,Saleha Mohsin,Saleha Mohsin,likely,2,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,12417,Sarah Holder,Sarah Holder,likely,2,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,12264,Sarah Jacob,Sarah Jacob,likely,2,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,10895,Scott Squires,Scott Squires,likely,2,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,12086,Selcan Hacaoglu,Selcan Hacaoglu,likely,2,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,10414,Serene Cheong,Serene Cheong,likely,2,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,10669,Sergio Mendoza,Sergio Mendoza,likely,2,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,11224,Seth Fiegerman,Seth Fiegerman,likely,2,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,5918,Sharon Klyne,Sharon Klyne,likely,2,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,10875,Shawn Wen,Shawn Wen,likely,2,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,5436,Sherry Su,Sherry Su,likely,2,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,4266,Shiyin Chen,Shiyin Chen,likely,2,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,12373,Shulun Huang,Shulun Huang,likely,2,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,10302,Sidhartha Shukla,Sidhartha Shukla,likely,2,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,5572,Simon Casey,Simon Casey,likely,2,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,12392,Sommer Saadi,Sommer Saadi,likely,2,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,6248,Sonja Wind,Sonja Wind,likely,2,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,8277,Souhail Karam,Souhail Karam,likely,2,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,9324,Stacey Vanek Smith,Stacey Vanek Smith,likely,2,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,12396,Subhadip Sircar,Subhadip Sircar,likely,2,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,10325,Suttinee (Ying) Yuvejwattana,Suttinee (Ying) Yuvejwattana,likely,2,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,7365,Suzanne Woolley,Suzanne Woolley,likely,2,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,7332,Sydney Maki,Sydney Maki,likely,2,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,6530,Taiga Uranaka,Taiga Uranaka,likely,2,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,7340,Takahiko Hyuga,Takahiko Hyuga,likely,2,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,6593,Tassia Sipahutar,Tassia Sipahutar,likely,2,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,8906,Thomas Seal,Thomas Seal,likely,2,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,12609,Tom Redmond,Tom Redmond,likely,2,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,5061,Tony Czuczka,Tony Czuczka,likely,2,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,12166,Toru Fujioka,Toru Fujioka,likely,2,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,10407,Tyler Kendall,Tyler Kendall,likely,2,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,10320,Upmanyu Trivedi,Upmanyu Trivedi,likely,2,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,5577,Vanessa Perdomo,Vanessa Perdomo,likely,2,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,12130,Verena Sepp,Verena Sepp,likely,2,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,5063,Vildana Hajric,Vildana Hajric,likely,2,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,12030,Vincent Lee,Vincent Lee,likely,2,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,5077,Vladimir Kuznetsov,Vladimir Kuznetsov,likely,2,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,8704,Yinka Ibukun,Yinka Ibukun,likely,2,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,3547,Yizhu Wang,Yizhu Wang,likely,2,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,10328,Yuan Gao,Yuan Gao,likely,2,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,12168,Yujing Liu,Yujing Liu,likely,2,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,12374,Aaron Clark,Aaron Clark,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,6302,Adelaide Changole,Adelaide Changole,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,12284,Adrienne Tong,Adrienne Tong,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,10734,Ainsley Thomson,Ainsley Thomson,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,10728,Ainslie Chandler,Ainslie Chandler,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,12248,Akemi Terukina,Akemi Terukina,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,12375,Akriti Sharma,Akriti Sharma,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,10572,Alastair Marsh,Alastair Marsh,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,11581,Alex Chapman,Alex Chapman,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,3608,Alexander Sazonov,Alexander Sazonov,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,12604,Alexandra S Levine,Alexandra S Levine,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,5505,Alice Gledhill,Alice Gledhill,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,12161,Ameya Karve,Ameya Karve,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,12099,Amy Stillman,Amy Stillman,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,12681,Andre Loureiro Dias,Andre Loureiro Dias,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,12649,Andrea Dudik,Andrea Dudik,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,8432,Andrea Jaramillo,Andrea Jaramillo,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,12511,Andrea Navarro,Andrea Navarro,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,8151,Andrea Tan,Andrea Tan,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,11352,Andrey Lemeshko,Andrey Lemeshko,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,12665,Angelina Rascouet,Angelina Rascouet,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,10690,Angus Whitley,Angus Whitley,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,10067,Anna Irrera,Anna Irrera,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,12495,Annmarie Hordern,Annmarie Hordern,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,12623,Anuchit Nguyen,Anuchit Nguyen,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,12626,Anusha Ondaatjie,Anusha Ondaatjie,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,12605,Apple Ka Ying Li,Apple Ka Ying Li,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,12255,Arun Devnath,Arun Devnath,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,12627,Asantha Sirimanne,Asantha Sirimanne,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,3551,Ashleigh Furlong,Ashleigh Furlong,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,12424,Audrey Wan,Audrey Wan,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,12349,Aya Wagatsuma,Aya Wagatsuma,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,12253,Barbara J. Powell,Barbara J. Powell,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,10556,Baudelaire Mieu,Baudelaire Mieu,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,8319,Beatriz Amat,Beatriz Amat,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,10312,Ben Sills,Ben Sills,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,12514,Ben Steverman,Ben Steverman,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,12509,Benjamin Penn,Benjamin Penn,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,11832,Brendan Scott,Brendan Scott,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,12585,Brett Samuels,Brett Samuels,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,10898,Brian Eckhouse,Brian Eckhouse,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,12295,Brooke Sutherland,Brooke Sutherland,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,12499,Bryan Pietsch,Bryan Pietsch,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,12212,Carmen Rodriguez,Carmen Rodriguez,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,12138,Caroline Alexander,Caroline Alexander,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,12481,Cat Barton,Cat Barton,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,12294,Catherine Larkin,Catherine Larkin,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,3575,Charles Daly,Charles Daly,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,3554,Charlotte Hughes-Morgan,Charlotte Hughes-Morgan,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,8239,Chiara Albanese,Chiara Albanese,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,12483,Chien-Hua Wan,Chien-Hua Wan,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,12615,Chloe Meley,Chloe Meley,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,12101,Chris Gallagher,Chris Gallagher,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,10060,Chris Palmeri,Chris Palmeri,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,10908,Chris Reiter,Chris Reiter,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,11034,Christine Li Edwards,Christine Li Edwards,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,12321,Christopher Cannon,Christopher Cannon,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,12611,Chunying Zhang,Chunying Zhang,likely,1,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
